Não se esqueçam de que temos de fazer a nossa lição de casa.	Don't forget we have to do our homework.	que	0	0
Tom vem me visitar de vez em quando.	Tom comes to see me once in a while.	quando	0	0
Ele está vendo TV agora.	He is watching TV now.	agora	0	0
Tu estás seriamente pensando em dar teu computador para o Tom?	Are you seriously thinking of giving Tom your computer?	estás	0	0
Você entende o que está acontecendo aqui?	Do you understand what's happening here?	você	0	0
Tom e eu fomos lá juntos.	Tom and I went there together.	lá	0	0
Primeiro, John colocou seu casaco e, então, ele pegou seu chapéu.	First John put on his coat, and then he picked up his hat.	então	0	0
Era só você ter me pedido, que eu teria feito.	If you'd just asked me, I would've done it.	ter	0	0
Não era eu que estava dirigindo o carro.	I wasn't the one driving the car.	era	0	0
Quem eles investigaram?	Who did they survey?	quem	0	0
Tatoeba: onde nada é pior para uma noite apaixonada de construção de frases do que uma vírgula mal colocada, ou, pior ainda, um erro de digitação.	Tatoeba: Where nothing ruins a passionate night of sentence-making like a poorly placed comma or, even worse, a careless typo.	onde	0	0
Eu não sabia nada daquilo.	I knew nothing about that.	nada	0	0
Você mora em Portugal ou no Brasil?	Do you live in Portugal or Brazil?	ou	0	0
Quero dizer uma coisa.	I want to say one thing.	coisa	0	0
Não tenho certeza do que quero dizer.	I'm not sure what I mean.	dizer	0	0
Eu acho que esses são os livros de Tom.	I think those are Tom's books.	são	0	0
Quero um pouco de privacidade.	I want some privacy.	quero	0	0
Tom disse que estava muito cansado.	Tom said he felt very tired.	estava	0	0
Eu não posso zurrar como um burro. Eu sou um cavalo.	I cannot bray like a donkey. I'm a horse.	sou	0	0
Provavelmente não é nada, mas é melhor você conversar com o seu médico.	It's probably nothing, but, again, you better talk to your doctor.	seu	0	0
O senhor não pode fumar aqui.	You may not smoke here.	pode	0	0
É perigoso duas pessoas andarem ao mesmo tempo numa bicicleta.	Riding double on a bicycle is dangerous.	mesmo	0	0
Esta tarefa requer destreza.	This task requires dexterity.	esta	0	0
Eles estão trabalhando.	They're working.	eles	0	0
Nós alugamos um apartamento quando nós morávamos em Nova Iorque.	We rented an apartment when we lived in New York.	nós	0	0
Pete White trabalha na Cidade do Marisco do Capitão White, em Washington, D.C. A empresa familiar apanha caranguejos e outros mariscos na baía e vende-os na sua loja mesmo à beira do rio Potomac. White disse à VOA que a sua família trabalha no ramo há cerca de 100 anos. Ele é um grande fã dos caranguejos-azuis de Chesapeake.	Pete White works with Captain White’s Seafood City in Washington, D.C. The family-owned business gathers crabs and other seafood from the bay and sells it at its store right along the Potomac River. White told VOA that his family has been in the business for about 100 years. He is a big fan of Chesapeake blue crabs.	sua	0	0
Uma série de governos tailandeses já tem vindo a contemplar o megaprojeto desde os anos 90 para ajudar a satisfazer a crescente procura de água por parte dos agricultores na Tailândia central.	A string of Thai governments has been contemplating the megaproject since the 1990s to help meet the growing demand for water from farmers in central Thailand.	dos	0	0
Nem todos os irmãos falam a mesma língua.	Not all brothers speak the same language.	todos	0	0
Isso também pode provocar câncer nos pulmões.	This can also cause lung cancer.	nos	0	0
Meus amigos estão esperando por mim lá dentro.	My friends are waiting for me inside.	mim	0	0
Posso extender a minha estadia por mais uma noite?	Can I extend my stay one more night?	posso	0	0
Se a frase tem bom ritmo, está certa.	If the sentence has a good rhythm, it's alright.	bom	0	0
Ele deixou claro que não tinha nada a ver com o assunto.	He made it clear that he had nothing to do with the matter.	ver	0	0
Este líquido possui uma propriedade estranha.	This liquid possesses one strange property.	este	0	0
Esta rua leva à sua casa?	Does this street lead to your house?	casa	0	0
Não vai ser fácil, mas temos uma chance.	It won't be easy, but we have a chance.	temos	0	0
Se tens algo a dizer, diz agora ou cala-te.	If you have something to say, say it now or pipe down.	tens	0	0
A tua irmã é uma garota muito legal.	Your sister is an awesome girl.	tua	0	0
Eu saciarei a minha curiosidade ardente com a vista de uma parte do mundo nunca antes visitada e poderei pisar em terra nunca antes impressa pelo pé do Homem.	I shall satiate my ardent curiosity with the sight of a part of the world never before visited, and may tread a land never before imprinted by the foot of man.	nunca	0	0
Por que elas estão fazendo isso com ela?	Why are they doing this to her?	estão	0	0
Eu vou ficar com você até domingo de manhã.	I'm going to stay with you until Sunday morning.	até	0	0
Tom não faria algo assim.	Tom wouldn't do such a thing.	assim	0	0
Onde conheceste o teu namorado?	Where did you meet your boyfriend?	teu	0	0
Acho que sim.	I think so.	acho	0	0
Você provavelmente ouviu falar de mim.	You've probably heard of me.	falar	0	0
Ele disse que uma peça central do Plano Global da ONU para reduzir os acidentes de trânsito e salvar vidas é tirar as pessoas dos seus carros e fazê-las mudar para modos de transporte mais seguros e saudáveis.	He said a centerpiece of the U.N.’s Global Plan for reducing traffic accidents and saving lives is to get people out of their cars and have them shift to safer, healthier modes of transportation.	disse	0	0
Ela ainda está grávida até hoje – quarenta anos depois!	She is still pregnant to this day – forty years later!	ainda	0	0
Entre e fique um tempo.	Come in and stay a while.	tempo	0	0
Isto é seu também?	Is this yours, too?	também	0	0
Você está pronto para ir ao shopping?	Are you ready to go to the mall?	ir	0	0
O pai de Tom era meu professor de francês.	Tom's father was my French teacher.	pai	0	0
Com um vocabulário limitado, é possível falar sobre muitas coisas diferentes.	With a limited vocabulary, it is possible to talk about many different things.	sobre	0	0
Pela primeira vez em cinco anos, ela volveu para casa.	She came home for the first time in five years.	vez	0	0
Eu não vou te dizer por quê.	I won't tell you why.	quê	0	0
Tom quer entrar para o nosso clube.	Tom wants to join our club.	quer	0	0
Tu és velha.	You're old.	és	0	0
Por favor, preencha o formulário abaixo sem faltar nada.	Please fill out the form below without leaving anything out.	favor	0	0
Tom morreu alguns dias depois do acidente.	Tom died a few days after the accident.	depois	0	0
Ele está tão meigo.	He's very sweet.	tão	0	0
Eu acho que é melhor você ir embora.	I think you'd better leave.	melhor	0	0
O nome da mãe do Tom é Mary.	Tom's mother's name is Mary.	mãe	0	0
Talvez eu possa ir a Boston com você na próxima semana.	Maybe I can go to Boston with you next week.	talvez	0	0
Por favor, diga olá para sua família.	Please say hello to your family.	olá	0	0
Obrigado por não dizer nada.	Thank you for not saying anything.	obrigado	0	0
Ela disse que não cantará hoje à noite.	She said that she won't sing tonight.	noite	0	0
O Grande Irmão zela por ti.	Big Brother is watching you.	ti	0	0
Sabes que não precisamos fazer isso.	You know we don't have to do that.	sabes	0	0
Um túmulo vai sempre oferecer a melhor proteção das tempestades do destino.	A grave will always offer the best protection from the storms of fate.	sempre	0	0
Tu não és um deus.	You're not a god.	deus	0	0
Estamos tomando café da manhã.	We're having breakfast.	estamos	0	0
Alguém te ajudou?	Did anybody help you?	alguém	0	0
Talvez algum dia você entenda.	Maybe someday you'll understand.	dia	0	0
Eu estava certo e Tom e Maria estavam errados.	I was right and Tom and Mary were wrong.	certo	0	0
Eu não tenho nem ideia de onde o Tom está.	I have no idea where Tom is now.	nem	0	0
Você se lembra de alguma coisa?	Do you remember anything?	alguma	0	0
Qual é o sentido da vida se todos nós terminamos morrendo?	What's the point of life if we all eventually die?	vida	0	0
Ele já aprendeu mais línguas do que eu terei aprendido, se chegar aos 90 anos. E ainda me falta muito até lá! Ainda não sei o que será mais difícil: aprender ou sobreviver.	He has already learnt more languages than I will have learnt, if I should reach the age of ninety. And there is still a long way to go! I still don't know what will be more difficult: learning or surviving.	anos	0	0
Nós lamentamos a morte dele.	We regret his death.	dele	0	0
O IdaBot é um robô semelhante a um tanque sem torre, armado não com canhões, mas com câmaras e sensores de radiofrequência.	IdaBot is a robot that looks like a tank without a turret, armed not with guns, but with cameras and radio frequency sensors.	sem	0	0
O que vais fazer mais tarde?	What are you going to do later?	vais	0	0
Muitos agricultores comerciais tradicionais utilizam pesticidas químicos tóxicos para controlar os insetos que se alimentam das suas culturas. Mas Honig tenta distrair, em vez de envenenar, as pragas, plantando grossas sebes de saborosas plantas nativas para lá do perímetro da sua vinha.	Many traditional commercial farmers use toxic chemical pesticides to control the insects that feed on their crops. But Honig tries to distract, rather than poison, the pests by planting thick hedgerows of tasty native plants just beyond the perimeter of his vineyard.	das	0	0
Tom disse que tinha umas coisas que precisava fazer.	Tom said he had things he needed to do.	tinha	0	0
Eu posso estar ajudando a trazer harmonia entre as pessoas com minha música.	I may be helping to bring harmony between people through my music.	estar	0	0
Ainda é grande essa pisadura. Tens a certeza que não queres ir ver isso?	That bruise is still quite big. Sure you don't wanna go and have that checked?	queres	0	0
As pessoas também têm de cuidar do Jardim Botânico. Mas as máquinas podem fazer parte do trabalho. Há computadores que operam o sistema de controlo ambiental do Conservatório. Eles podem fazer coisas como subir e baixar os toldos das janelas e controlar o equipamento de aquecimento e de tratamento do ar. Os computadores asseguram que as temperaturas e os níveis de humidade são os corretos em relação às condições climatéricas exteriores.	People also have to take care of the Botanic Garden. But machines can do some of the work. Computers operate the environmental control system in the Conservatory. They can do things like raise and lower shade cloth over the windows and control heat and air-handling equipment. The computers make sure temperatures and humidity levels are just right in relation to the weather outside.	coisas	0	0
Quem é o homem tocando violino?	Who's the man playing the violin?	homem	0	0
Tom está cansado de que as pessoas lhe digam o que fazer.	Tom is tired of people telling him what to do.	pessoas	0	0
A descoberta surpreendente de Chilton foi que a bactéria insere essa parte do seu ADN nos genes da célula vegetal e esse ADN torna-se uma parte permanente da composição genética da célula vegetal — algo que nunca tinha sido visto antes.	Chilton’s surprising discovery was that the bacterium inserts that piece of its DNA into the plant cell’s genes, and that DNA becomes a permanent part of the plant cell’s genetic makeup — something that had never been seen before.	algo	0	0
Isso seria uma forte diminuição em relação ao crescimento de 2,2 por cento previsto pelo FMI no mês passado.	That would be a sharp markdown from the 2.2 percent growth the IMF forecast last month.	pelo	0	0
Muita gente espera ficar rica com o estudo da inteligência artificial. Em vez disso, eu enriqueço com a minha burrice natural.	Many people hope to get rich through the study of artificial intelligence. Instead, I get rich through natural stupidity.	ficar	0	0
Eu só quero dizer boa sorte.	I just want to say good luck.	boa	0	0
Você sabe muito sobre isso.	You know a lot about this.	sabe	0	0
Parece que ele é feliz.	It seems that he's happy.	parece	0	0
"Você não se importa, não é?" "Claro que não".	"You don't mind, do you?" "Of course I don't."	claro	0	0
Tom tem dois gatos.	Tom has two cats.	dois	0	0
Você não é um matemático de verdade se não ficar frustrado e amassar uma folha de papel a cada vinte minutos, olhar para o nada e ficar parecendo que está questionando a própria existência.	You're not a serious mathematician unless you crumple up a piece of paper in frustration every twenty minutes, look off into space, and appear to be questioning your very existence.	verdade	0	0
Qual tipo de música você curte?	What genres of music are you into?	tipo	0	0
Eu preciso de seu apoio.	I need your support.	preciso	0	0
Eu gostaria de vê-lo antes de viajar para a Europa.	I'd like to see you before leaving for Europe.	antes	0	0
Eu gostaria de ir lá com o senhor.	I'd like to go there with you.	senhor	0	0
Quem lhe disse que eu não gosto de Tom?	Who told you that I dislike Tom?	lhe	0	0
Tu podes guardar um segredo?	Can you keep a secret?	podes	0	0
Apenas algumas pessoas fizeram isso aqui ontem.	Only a few people did that here yesterday.	apenas	0	0
Acho que o Tom faz isso.	I think Tom does that.	faz	0	0
Todos vocês são covardes.	You're all cowards.	vocês	0	0
Ninguém sabe por quê.	No one knows why.	ninguém	0	0
Tom tem de falar em francês no trabalho.	Tom has to speak French at work.	trabalho	0	0
Uma das pessoas era mais sábia do que qualquer um dos seus vizinhos; outra era mais estúpida; e alguma outra estava sempre com mais fome.	One person was wiser than any of his neighbors; another was stupider; and somebody else was always hungrier.	outra	0	0
O Tom espera até o último minuto para fazer alguma coisa.	Tom always waits until the last minute to do anything.	espera	0	0
Permita-me saber o que você decide fazer.	Let me know what you decide to do.	saber	0	0
Você faria sexo comigo por um milhão de dólares?	Would you have sex with me for a million dollars?	comigo	0	0
Vocês vão trabalhar até as dez horas?	Are you going to work until 10:00?	vão	0	0
Não tenho ideia de como conseguir dinheiro.	I have no idea how to get money.	dinheiro	0	0
Está aí?	Are you there?	aí	0	0
Nós não podemos perguntar nada sobre idade ou problemas físicos.	We cannot ask anything about age or physical problems.	podemos	0	0
Eu quero pensar mais um pouco sobre isso.	I want to think about it a little more.	pouco	0	0
Que tipo de peça de teatro é essa?	What kind of play is it?	essa	0	0
Quem é esse cara durão?	Who is this tough guy?	esse	0	0
Que caminhão grande!	What a big truck!	grande	0	0
Porque no mundo minguou a verdade, pus um dia de a ir buscar, e onde por ela fui a perguntar, disseram todos: «Alhures a buscai, pois de tal guisa se foi a perder que não podemos em novas haver, nem já não anda na irmandade.»	Because in the world the truth has waned, I set out one day to seek it, but wherever I went asking for it, they all said, "Seek elsewhere, for it has been so lost that we have not had any news of it, nor is it any longer among us."	pois	0	0
O Globo é onde muitas das obras do Bardo [de Shakespeare] foram encenadas pela primeira vez há mais de 400 anos.	The Globe is where many of the Bard's [Shakespeare's] works were first performed more than 400 years ago.	pela	0	0
Em abril, a Wells Fargo anunciou alterações aos seus cartões de débito universitários. A empresa informou que iria permitir que os titulares de contas efetuassem levantamentos a descoberto sem qualquer encargo uma vez por mês. Eles também poderão levantar dinheiro de outro banco até quatro vezes por mês.	In April, Wells Fargo announced changes to its campus debit cards. The company said it would permit account holders to overdraft their accounts without a fee once a month. They can also withdraw money from another bank up to four times a month.	qualquer	0	0
Você está dizendo que não gosta disso?	Are you saying you don't like it?	disso	0	0
Há aproximadamente dois milhões de palavras num dicionário.	There are approximately 2 million words in the dictionary.	num	0	0
Qual é a coisa mais bonita no mundo?	What is the most beautiful thing in the world?	qual	0	0
Ahn? Oh, desculpa.	Huh? Oh, I'm sorry.	desculpa	0	0
Ela não gosta de ninguém e ninguém gosta dela.	She likes nobody and nobody likes her.	dela	0	0
Por que Tom tem que sair hoje?	Why does Tom have to leave today?	hoje	0	0
É claro que estamos preocupados com os animais que vivem no rio propriamente dito, como os hipopótamos e os crocodilos, e com toda uma série de biota pequena.	Of course we are concerned about those animals that live in the river itself, such as hippos and crocodiles, and a whole host of small biota.	toda	0	0
Tom deve estar preocupado.	Tom must be worried.	deve	0	0
Ela é uma mulher teimosa.	She's a stubborn woman.	mulher	0	0
Tom disse que realmente queria estar aqui hoje.	Tom said he really did want to be here today.	queria	0	0
Estou fora de prática.	I'm out of practice.	fora	0	0
A minha aliança, porém, estabelecerei com Isaac, o filho que Sara te dará no ano que vem, nesta estação.	But my covenant I will establish with Isaac, whom Sara shall bring forth to thee at this time in the next year.	filho	0	0
Cá estamos!	There we are!	cá	0	0
A tradução deve ser, antes de tudo, fiel. Pouco importa que seja ou deixe de ser literal.	The translation must, above all, be faithful. It doesn't matter whether it is literal or not.	seja	0	0
Naquele dia, na praia, eu a vi com meus próprios olhos.	That day on the beach I saw her with my own eyes.	meus	0	0
"As conclusões do nosso estudo ajudam a explicar por que razão investigações anteriores mostraram que uma dieta mediterrânica suplementada com azeite extravirgem ou frutos secos pode reduzir a incidência de problemas cardiovasculares, como acidentes vasculares cerebrais, insuficiência cardíaca e ataques cardíacos", afirmou Philip Eaton, professor de bioquímica cardiovascular no King's College, num comunicado.	“The findings of our study help to explain why previous research has shown that a Mediterranean diet supplemented with extra-virgin olive oil or nuts can reduce the incidence of cardiovascular problems like stroke, heart failure and heart attacks,” said professor Philip Eaton, professor of cardiovascular biochemistry at King’s College, in a statement.	nosso	0	0
Olha quem está acordada.	Look who's awake.	olha	0	0
Vá buscar água.	Go get some water.	vá	0	0
A praia não é longe daqui.	The beach isn't far from here.	daqui	0	0
Você está levando isso sério demais.	You're taking this way too seriously.	sério	0	0
Oh, o saber! Que belo é!	O! this learning, what a thing it is.	oh	0	0
Não se trata de uma ilusão nem de um sonho que pode desmoronar-se à nossa frente.	This is not wishful thinking or a dream that may be set to crumble before our eyes.	nossa	0	0
"Isto é uma varinha mágica." "Tem certeza, Tom? Pois se parece exatamente com uma varinha normal."	"This is a magic wand." "Are you sure, Tom? It just looks like a regular stick."	certeza	0	0
O Tom diz que ele quer morar em Boston.	Tom says he wants to live in Boston.	diz	0	0
Eu não sei o nome completo de Tom.	I don't know Tom's full name.	nome	0	0
Às vezes eu duvido de sua inteligência.	Sometimes I doubt your intelligence.	às	0	0
A Ilha Mackinac, no Míchigan, é a única cidade nos Estados Unidos onde não há veículos motorizados de nenhum tipo nas ruas. Tem sido assim desde que o automóvel foi banido por decreto municipal em 1898. Os milhares de turistas da ilha vão de um sítio ao outro em táxis puxados por cavalos. Mas o compromisso da ilha com este modo de vida único começa a ser ameaçado pelo seu próprio sucesso.	Mackinac Island, Michigan is the only city in the United States where there are no motorized vehicles of any kind on the streets. It's been that way since the automobile was banned by city ordinance in 1898. The island's thousands of tourists go from place to place in horse-drawn taxi cabs. But the island's commitment to a unique way of life is being threatened by its own success.	outro	0	0
Temos todo o tempo que precisamos.	We have all the time we need.	todo	0	0
Pare de dar voltas e vá direto ao ponto.	Quit going around in circles and get to the point.	dar	0	0
Logo, eu deveria tentar fazer isso, não?	So, I should try to do that, right?	tentar	0	0
Tom achou que seria uma boa ideia sair mais cedo.	Tom thought it would be a good idea to leave early.	sair	0	0
Os cães têm donos. Os gatos têm empregados.	Dogs have masters. Cats have staff.	têm	0	0
Quanto custaria isso?	How much would that cost?	quanto	0	0
Não consigo pensar em alguém mais merecedor do prêmio que Tom.	I can't think of anyone more deserving of the award than Tom.	pensar	0	0
Eu o julguei mal.	I was wrong about you.	mal	0	0
A Lua gira em volta da Terra.	The moon revolves around the earth.	volta	0	0
Todos viram o que aconteceu.	Everybody saw what happened.	aconteceu	0	0
Não consigo me focar no trabalho hoje de jeito nenhum.	I can't seem to focus on work at all today.	consigo	0	0
Estamos a atravessar uma crise que já dura há três anos, simplesmente porque o sector da energia tem sido grosseiramente mal gerido.	We are having a three-year crisis simply because the energy sector has been grossly mismanaged.	três	0	0
Todo mundo sabe que eu não gosto de Tom.	Everybody knows I don't like Tom.	mundo	0	0
Quanto menos se falar, melhor.	The less said, the better.	menos	0	0
Obrigado por ser meu amigo.	Thanks for being my friend.	amigo	0	0
Eu estava falando contigo.	I was talking to you.	contigo	0	0
O Glaciar Emmons tem a maior área de qualquer glaciar nos Estados Unidos contíguos, embora o Glaciar do Carbono tenha um maior volume de gelo.	Emmons Glacier has the largest area of any glacier in the contiguous United States, although the Carbon Glacier has a greater volume of ice.	embora	0	0
Não há nada como se instalar numa espreguiçadeira.	There's nothing like settling into a deckchair.	numa	0	0
Hanim Zainuddin, por exemplo, passa normalmente as suas horas de trabalho vestida com um sarongue verde e a cruzar os céus na função de hospedeira de bordo. No entanto, após a suspensão dos voos, ela reparou que muitos dos seus colegas de trabalho estavam a transferir-se para o sector da saúde, ajudando em funções não médicas no hospital. Zainuddin optou por se juntar a eles, tornando-se um dos 500 trabalhadores da aviação que fizeram a transferência ao abrigo de um programa estatal de adaptação do trabalho durante a pandemia.	Hanim Zainuddin, for instance, usually spends her work hours donning a green sarong and crisscrossing the skies as a flight attendant. After flights were grounded, however, she noticed that more of her coworkers were switching over to health care work, helping in non-medical functions at the hospital. Zainuddin opted to join them, becoming one of 500 aviation workers who made the switch under a state program to adapt work under the pandemic.	passa	0	0
Eis o porquê de eu ter me atrasado.	This is the reason why I came late.	porquê	0	0
Isto não é problema meu.	This isn't my problem.	problema	0	0
Mary está no carro dela, esperando por Tom.	Mary is in her car waiting for Tom.	carro	0	0
Nós chegamos assustadoramente perto da órbita do Sol porque nós decolamos do lado errado de Mercúrio.	We came fearfully close to the Sun's orbit because we launched from the wrong side of Mercury.	lado	0	0
Em tempos de crise, são normalmente os membros mais vulneráveis da comunidade que são mais afetados: os pobres, os doentes, os idosos. Nestas situações, são muitas vezes os esforços de indivíduos atenciosos e de empresas com espírito cívico que podem fazer a diferença. Combinando os dois, obtém-se o tipo de resultados que o Centro dos Sonhos de DC sempre procurou obter.	In times of crisis it’s usually the most vulnerable members of the community who are most affected; the poor, the sick, the elderly. In these situations, it’s often the efforts of caring individuals and civic-minded businesses that can make a difference. Combine the two, and you get the kind of results that the DC Dream Center has always strived for.	vezes	0	0
Todos os anos, em abril, nas semanas que antecedem o Dia da Terra, dezenas de milhares de voluntários convergem para parques, florestas e riachos em toda a extensa bacia hidrográfica quadriestadual do rio Potomac, na costa leste dos Estados Unidos. Eles vêm para recolher e levar centenas de toneladas de lixo antes que ele acabe no Potomac — a principal fonte de água potável das vilas e cidades da região. O nosso repórter juntou-se a alguns voluntários num fim de semana recente de limpeza e tem este relato.	Every April, in the weeks leading up to Earth Day, tens of thousands of volunteers converge on parks, forests and streams throughout the sprawling, four-state Potomac River watershed, on America's East Coast. They come to gather up and haul away hundreds of tons of trash before it winds up in the Potomac — the main drinking water source for towns and cities across the region. Our reporter joined some volunteers on a recent weekend cleanup and has this report.	nas	0	0
Quer saber quem fez isto?	Do you want to know who did this?	fez	0	0
Esse é o computador no qual ele escreve seus artigos.	That's the computer on which he writes his articles.	seus	0	0
Eu acho que podemos fazer isso de novo.	I think that we can do that again.	novo	0	0
Que merda!	Shit!	merda	0	0
Tem sangue por toda parte.	There's blood everywhere.	parte	0	0
Em todas as margens e sebes crescem arbustos de hidrângeas, com as suas flores azuis exuberantes, enquanto grandes tufos de beladonas-falsas transformam toda a paisagem e o campo parece corar de um cor-de-rosa bonito.	On every bank and hedgerow grow bushes of hydrangeas, with their flaunting blue blossoms, while great clumps of belladonna lilies transform the whole landscape, and the country seems to blush a beautiful rosy-pink.	todas	0	0
Não é fácil agradar aos meus pais.	It ain't easy to please my parents.	aos	0	0
Obrigada pela sua atenção.	Thank you for your attention.	obrigada	0	0
Tom e Mary estão esperando seu primeiro filho.	Tom and Mary are expecting their first child.	primeiro	0	0
E agora a jovem princesa tem 30 dias para encontrar um pretendente apropriado e casar, a fim de preservar a monarquia — ou será que tem?	So now the young princess has 30 days to find a suitable suitor and get married in order to preserve the monarchy — or does she?	será	0	0
Quem está descontente num lugar dificilmente estará feliz em outro.	He that is discontented in one place will seldom be happy in another.	lugar	0	0
Eu preciso voltar para o meu escritório.	I need to get back to my office.	voltar	0	0
Eu pensei que você não conhecesse o Tom.	I thought that you didn't know Tom.	pensei	0	0
Me fará algum bem tentar convencê-lo agora?	Will it do me any good to try to persuade him now?	algum	0	0
Tu achas que não sei o que está acontecendo?	Do you think I don't know what's going on?	achas	0	0
