Mi tute ne komprenis, al kio celas la demando.	Di ko talagang naintindihan ang kasaysayan ng tanong.	la	0	0
Rakonto sur Alia Planedo: Sur forega planedo, ekzistas du sunoj ĉe la blua ĉielo, Fortulo kaj Belulo. Ido demandas al sia patrino, "Kara Panjo, kial ekzistas du sunoj ĉe la ĉielo?" La patrino diras, "Ho, kia demando estas tio? Kiom da okuloj ci havas? Estas du. Kiom da manoj ci havas? Estas du." La ido respondas, "Sed, Panjo, mi havas nur unu nazon..."	Kuwento sa Ibáng Planeta: Sa malayong planeta, may dalawáng araw sa bugháw na langit, si Malakás at si Magandá. Nagtanóng ang isáng anák sa kanyáng iná, "Nanay, bakit may dalawáng araw sa langit?" Sabi ng iná, "O, anóng klaseng tanóng iyán? Ilán ang matá mo? Dalawá. Ilán ang kamáy mo? Dalawá." Sumagót ang anák, "Pero, nanay, isá lamang hô ang ilóng ko..."	sed	0	0
Kiel jam dirite, la Triaj Homoj estis emaj al fazoj de okupiteco kun la antikva avido al persona senmorteco. Ĉi tiu avido ofte estis forta inter la Unuaj Homoj; kaj eĉ la Duaj Homoj, malgraŭ sia granda dono de malligo, kelkfoje permesis, ke ilia admiro por homa personeco persvadi ilin, ke animoj devas vivi eterne. La mallongdaŭraj kaj neteoriaj Triaj Homoj, kun sia pasio por ĉiaspecaj vivaĵoj, kaj la tuta diverseco de esenca konduto, konceptis senmortecon en diversaj manieroj. En sia fina kulturo ili imagis, ke ĉe la morto ĉiuj vivaĵoj, kiujn aprobis la Vivo-Dio, transiris en alian mondon, tre similan al la konata mondo, sed pli feliĉa. Tie ili laŭdire vivis en la ĉeesto de la diaĵo, servante lin en senbrida esenca kreivo de diversaj specoj.	Tulad ng nabanggit na, ang Ikatlong Tao ay madaling kapitan ng mga yugto ng pagkaabala sa sinaunang pagnanasa para sa personal na kawalang-kamatayan. Ang kasakimang ito ay madalas na malakas sa mga Unang Tao; at maging ang Pangalawang Tao, sa kabila ng kanilang dakilang kaloob ng detatsment, kung minsan ay pinahihintulutan sila ng kanilang paghanga sa personalidad ng taong hikayatin silang ang mga kaluluwa ay mabubuhay magpakailanman. Ang panandalian at di-teoretikal na Ikatlong Tao, kasama ang kanilang pagkahilig sa lahat ng uri ng buhay, at lahat ng pagkakaiba-iba ng mahahalagang pag-uugali, ay naglihi ng imortalidad sa iba't ibang paraan. Sa kanilang huling kultura, naisip nilang sa kamatayan ang lahat ng nabubuhay na bagay na sinang-ayunan ng Diyos-Buhay ay dumaan sa ibang mundo, na halos kapareho sa kilalang mundo, ngunit mas masaya. Doon sila ay sinasabing nanirahan sa presensya ng diyos, na naglilingkod sa kanya sa walang pigil na mahahalagang pagkamalikhain nang iba't ibang uri.	ili	0	0
Mi parolis kun Miĥaelo la ĉino en la kafejo Starbukso ĉi tiun sunbrilan 21-an de septembro de 2021. Li vere aspektas pli kiel japano laŭ mi kaj aliaj. Li demandis al mi, ĉu mi "sopiras" mian "hejmurbon". Mi diris, ke mi ŝatas ambaŭ. Mi estis sur Lulu-insulo delonge, mi diris. Mi diris, ke ruĝa "savano" estas kie mi loĝis en Filipinoj. Poste, li rigardis "savano" per sia saĝtelefono. Li diris, ke lia pasporto estas de Ĉinio, ĉar li havas teron aŭ lueblajn posedaĵojn en Guǎngzhōu en Ĉinio. Ni parolis pri internacia korupteco. Li diris, ke lia familio vizitos Mongolion. Mi scias, ke estas bele tie. Li diras, ke estas malfacile en restoracioj hodiaŭ pro la Pandemio. Se mi povus kuiri sola, Miĥaelo demandis. Mi diris, ke mi havas miajn proprajn receptojn.	Kinausap ko si Michael na Tsino sa kapihang Istarbaks ngayong maaraw na ika-21 ng Setyembre ng 2021. Talagang mas mukha siyang Hapon sa akin at iba. Tinanong niya ako kung "miss" ko raw ang "hometown" ko. Sabi ko, gusto ko ang pareho. Narito na ako sa Isla Lulung matagal na ang sabi ko. Sabi ko, pulang "savannah" ang tinirhan ko sa Pilipinas. Tapos, tiningnan niya ang "savannah" sa smartphone niya. Ang pasaporte raw niya ay sa Tsina, dahil mayroon siyang lupa o rental property sa Guǎngzhōu sa Tsina. Pinag-usapan namin ang korupsiyong internasyonal. Magbibisita raw ang pamilya niya sa Mongolia. Alam kong maganda roon. Mahirap daw sa mga restawran ngayon dahil ng Pandemya. Kung marunong daw akong magluto nang sarili, ang tanong ni Michael. Sabi ko, may sarili akong mga recipe.	kiel	0	0
Tiu kuracilo bonfartigos vin.	Itong gamot ay makakapagaling sa iyo.	vin	0	0
Ĉu vi ĉi tie havas saketojn por menta infuzaĵo?	Meron ka ba diyang mga sako ng tsa ng malipukon?	tie	0	0
Zoologio estas la studo pri la vivo de animaloj.	Pag-aaral ng buhay ng hayop ang zoolohiya.	pri	0	0
Rigardu min, kaj faru same.	Tingnan mo ako, at gayahin mo.	min	0	0
Kelkan fojon mi diras "jes", kvankam mi volas diri "ne".	May beses na sabi ko'y "oo," bagamat ang gusto kong sabihin ay "hindi."	jes	0	0
Kio okazis, okazis.	Anumang nangyari ay nangyari na.	kio	0	0
Mia koro ne estis en la laboro.	Ang puso ko'y hindi nasa trabaho.	mia	0	0
Sur la muroj kun grimpantaj vitoj troviĝas antikvaj grizeskaj logogramoj.	Sa mga pader na inaakyatan ng mga baging ay may mga antigong makulay-abong logograma.	kun	0	0
Estis post noktomezo en Torremolinos en Hispanio, kiam mi eliris el mia hotelo kaj marŝis laŭ la kruta deklivo al la plaĝo. Survoje, mi vidis intrigegan verdan metalan antaŭhejman pordegon, super kiu sur marmoro, skribiĝis "Jardín de las Mercedes" aŭ "Ĝardeno de la Kompatoj" de loĝejo de numero 28. Ĉe la plaĝo, estis mallume kaj trankvile. Ekzistis "palapas" aŭ palmfoliaj ŝirmejoj laŭlonge de la plaĝo. La sola alia persono, kiun mi vidis tiun nokton, aspektis kiel meksikano, promenanta.	Pagkatapos ng hatinggabi sa Torremolinos sa Espanya nang makalabas ako sa aking otel at naglakad pababa sa matarik na dalisdis patungo sa dalampasigan. Habang nasa daan, nakita ko ang isang nakakaintrigang berdeng metal na pintuan sa harap ng bahay, kung saan sa marmol ay may nakasulat na "Jardín de las Mercedes" o "Hardin ng Awa" mula sa residensiyang numero 28. Sa dalampasigan, madilim at tahimik. May mga palapang kanlungan sa tabi ng dalampasigan. Ang kaisa-isang taong nakita ko noong gabing iyon ay mukhang Mehikano, naglalakad.	estis	0	0
Ĉu vi kredas, kion li rakontas?	Naniniwala ka ba sa ikinukuwento niya?	kion	0	0
Ĝi estas la unua oficiala vojaĝo de la ministro.	Ito po ang unang opisyal na biyahe ng ministro.	ĝi	0	0
La birdo povas flugi.	Nakakalipad ang ibon.	povas	0	0
Oni ne scias, kiu unua inventis la radon.	Hindi alam kung sinong pinakaunang nag-imbento ng gulong.	kiu	0	0
Kio estas via preferata spico?	Anong paborito mong panimpla?	via	0	0
Tiu teo estas tro dolĉa.	Masyadong matamis yaong tsa.	tiu	0	0
Prenu ĝin nur per pura mano.	Kunin mo nang malinis ang kamay.	ĝin	0	0
Li deŝiris florojn por ŝi.	Nagpitas siya ng bulaklak para sa kanya.	ŝi	0	0
La blua robo bone konvenas al ŝi.	Ang asul na bestida'y kasiya sa kanya.	bone	0	0
Mi petis lin fari tion.	Pinagbilin ko siyang gawin iyon.	tion	0	0
Ho! Se mi estus riĉa, mi aĉetus domon en Hispanio.	Ay! Kung mayaman ako, bibili ako ng bahay sa Espanya.	se	0	0
Li volas iri al Ameriko.	Gusto niyang pumunta sa Amerika.	volas	0	0
La muro havas orelojn.	May taynga ang dingding.	havas	0	0
Vi ne kredas je beleco, do vi volas morti.	Hindi kayo naniniwala sa kagandahan, kaya gusto ninyong mamatay na.	do	0	0
Iam oni revis pri nova homo en pli bela estonta mondo. Nun ni vivas en la estonta mondo de tiam. Pri nova homo neniu plu parolas, kaj la demando, kia estu mondo, por ke oni povu nomi ĝin bela, ne interesas multajn. Ŝajnas, ke la demandon pri la estonta mondo anstataŭas nun la demando pri la estanta aŭ ne estanta mono.	Noon, napangarap tungkol sa bagong tao sa mas magandang kinabukasang mundo. Ngayon, buhay tayo sa kinabukasang mundo noong panahon. Tungkol sa bagong tao, wala nang sinasabi, at wala nang interesado sa tanong kung anong klaseng mundo para tawaging maganda. Parang ang tanong tungkol sa kinabukasan ay hinaharapan ng tanong ngayon kung maging pera o hindi pera.	pli	0	0
Mia bebo ne povas ankoraŭ paroli; li nur krias.	Di pa makasalita ang beybi ko; umiiyak lang siya.	nur	0	0
En Germanio oni parolas multajn diversajn dialektojn.	Sa Aleman, maraming iba-ibang diyalekto ang sinasalita.	oni	0	0
Manĝu vian manĝaĵon nun!	Ngayon, maghapunan ka na.	nun	0	0
Ĉiu scias, kion li volas, sed ne ĉiu scias, kion li povas.	Alam ng lahat ang gusto, pero di alam ng lahat ang kaya.	scias	0	0
Kial vi ne kvietas?	Bakit di ka matahimik?	kial	0	0
Tri aĵoj devas kunesti por ekesto de fajro: brulaĵo, oksigeno kaj varmo.	Dapat pagsamahin ang tatlong bagay para umapoy: ang masusunog, oksiheno, at init.	devas	0	0
Estante sur lito, mi alvenigis lin.	Nang ako'y nasa kama, pinaparini ko siya.	lin	0	0
Li estas unu el la plej grandaj sciencistoj el Japanio.	Siya'y isa sa mga pinakamagaling na dalubhasa na galing sa Hapon.	el	0	0
Kiam mi vekiĝis matene la 16-an de oktobro de 2021, mi memoris mian sonĝon pri ekzameno skribata en la loĵbana lingvo.	Noong nagising ako sa umagang ika-16 ng oktubre ng 2021, natatandaan ko ang panaginip ko tungkol sa eksamen sa sulat sa wikang Lojban.	kiam	0	0
Unu glason da akvo, mi petas.	Isang basong tubig nga, iha.	unu	0	0
Kie vojaĝis Roberto? - Li vojaĝis en pluraj landoj.	Saan nagbiyahe si Roberto? — Nagbiyahe siya sa maraming bayan.	kie	0	0
Budaistoj kredas, ke ĉiuj aferoj aŭ objektoj estas ja sablokasteloj.	Naniniwala ang mga Budistang ang lahat ng mga gawain o bagay ay talagang mga kastilyong buhangin.	ja	0	0
Mi jam ŝanĝis miajn vestaĵojn.	Nagbihis na ako nang iba.	jam	0	0
Jen estas problemo...	Siya, may problema...	jen	0	0
Iliaj praavoj estis agrolaboristoj. Tiuj pli riĉaj evitis la sunon, tiel ke la haŭtoj estis pli helaj. Kaj la kutimo daŭras nun.	Ang kanilang mga ninuno ay mga magsasaka. Ang mga mas mayayaman ay umiwas sa araw, kaya ang mga balat ay mas maputi. At nagpapatuloy ang ugali ngayon.	tiel	0	0
Nu, ĉu mi ne estas la pli forta?	E, di ba ako ang mas malakas?	nu	0	0
En la botelo restis nur iomete da lakto.	Sa loob ng bote'y konti na lang ang gatas.	da	0	0
Ni observis la sorton de ok sinsekvaj homaj specioj dum miliardo da jaroj, la unua duono de tiu flagrado, kiu estas la daŭro de la homo. Dek pliaj specioj nun sukcedas unu la alian, aŭ estas nuntempaj, sur la ebenaĵoj de Neptuno. Ni, la Lastaj Homoj, estas la Dekokaj Homoj. El la ok antaŭneptuniaj specioj, iuj, kiel ni vidis, restis ĉiam primitivaj; multaj atingis almenaŭ konfuzitan kaj paseman civilizacion, kaj unu, la brila Kvina, jam vekiĝis en la veran homaron, kiam la malfeliĉo dispremis ĝin. La dek neptunaj specioj montras eĉ pli grandan diversecon. Ili intervalas de la instinkta besto ĝis manieroj de konscio neniam antaŭe atingitaj. La sendube subhomaj degeneritaj tipoj estas limigitaj plejparte al la unuaj sescent milionoj da jaroj de la restado de homoj sur Neptuno.	Naobserbahan natin ang kapalaran ng walong magkakasunod na espesye ng tao sa loob nang isang bilyong taon, ang unang kalahati ng kislap na iyon ay ang tagal ng tao. Sampung higit pang mga espesye ngayon ay nagtatagumpay sa isa't isa, o naroroon, sa kapatagan ng Neptuno. Kami, ang Huling Sangkatauhan, ay ang Ikalabingwalong Sangkatauhan. Sa walong espesye bago sa Neptuno, ang ilan, gaya ng nakita natin, ay palaging nananatiling primitibo; marami ang nakamit ang hindi bababa sa isang nalilito at panandaliang sibilisasyon, at ang isa, ang makinang na Ikalima, ay nagising na sa totoong sangkatauhan nang durugin ito ng kasawian. Ang sampung uri ng Neptuno ay nagpapakita ng mas malaking pagkakaiba-iba. Ang mga ito ay mula sa likas na hayop hanggang sa mga paraan ng kamalayang hindi pa natatamo. Ang walang alinlangang mga subhumanong mabulok na uri ay limitado halos sa unang anim na raang milyong taon ng pananatili ng mga tao sa Neptuno.	sur	0	0
Nur kiu povas obei, poste rajtos ankaŭ ordoni.	Sinuman lamang ang sumusunod, pagkatapos ay may karapatang umutos din.	ankaŭ	0	0
Mi renkontis je la 23-a de septembro de 2021 Bob-on, la fraton de Georgo, tiu mia grek-cipra najbaro sur Lulu-insulo. (La edzino de Georgo, Ĉika, estas japanino.) Bob vizitas la familion pro la kronvirusa morto de Thasso, ilia patro kaj la edzo de Nikki. Mi diris al Bob, ke mi memoras, kiam Georgo kaj li estis malgrandaj infanoj biciklantaj en nia najbarejo. Mi menciis la bongustajn fiŝaĵon kaj terpomfritaĵojn en Londono. Li laŭdire loĝas en vilaĝo apud Jorko en norda Anglujo. Mi diris, ke la Malnova Mondo estas bela kaj mi longe volis loĝi en la Malnova Mondo. Bob estas komputika administranto en Anglujo. Li diras, ke temas pri programado de "objektoj".	Natagpo ko noong ika-23 ng Setyembre ng 2021 si Bob na kapatid ni George, yaong Tsipreng Griyegong kapitbahay ko sa Isla Lulu. (Haponesa ang asawa ni George, si Chika.) Bumibisita si Bob sa pamilya dahil sa kamatayan ni Thasso, ang ama nila at asawa ni Nikki, dahil sa coronavirus. Sabi ko kay Bob, natatandaan ko noong maliit na bata pa silang nagbibisikleta ni George sa pook namin. Binanggit kong masarap ang "fish and chips" sa London. Nakatira raw siya sa isang nayong malapit sa York sa norteng Inglatera. Sabi ko'y maganda sa Lumang Mundo at matagal ko nang nais tumira sa Lumang Mundo. Manedyer pangkompyuter daw si Bob sa Inglatera. Tungkol daw sa programasyon ng mga "obheto."	pro	0	0
Vi estas tre brava.	Talagang matapang ka.	tre	0	0
Li legis multajn librojn per la tagaloga.	Maraming libro siyang binasa sa Tagalog.	per	0	0
Ni ĉiuj provas kunveni almenaŭ unu fojon jare.	Subukan nating magtagpo nang isang beses sa isang taon sa pinakabawas.	ĉiuj	0	0
Ĉu eblas indiki daton, je kiu ekvivis lingvo? "Kia demando!" oni emas diri. Kaj tamen tia dato ekzistas: la 26-a de julio, la Tago de Esperanto. Je tiu tago en 1887 aperis en Varsovio broŝuro de Ludwik Lejzer Zamenhof pri "Internacia Lingvo".	Maiitanda ba ang petsa ng may naging wika? "Anong klaseng tanong!" ang masasabi. Gayon man, may petsang ganoon: ang ika-26 ng Hulyo ang Araw ng Esperanto. Nang petsang ito noong 1887, lumabas sa Warsaw ang brosyur ni Doktor Ludwig Zamenhof tungkol sa "Pandaigdigang Wika."	je	0	0
Mi renkontis je la 23-a de septembro de 2021 Bob-on, la fraton de Georgo, tiu mia grek-cipra najbaro sur Lulu-insulo. (La edzino de Georgo, Ĉika, estas japanino.) Bob vizitas la familion pro la kronvirusa morto de Thasso, ilia patro kaj la edzo de Nikki. Mi diris al Bob, ke mi memoras, kiam Georgo kaj li estis malgrandaj infanoj biciklantaj en nia najbarejo. Mi menciis la bongustajn fiŝaĵon kaj terpomfritaĵojn en Londono. Li laŭdire loĝas en vilaĝo apud Jorko en norda Anglujo. Mi diris, ke la Malnova Mondo estas bela kaj mi longe volis loĝi en la Malnova Mondo. Bob estas komputika administranto en Anglujo. Li diras, ke temas pri programado de "objektoj".	Natagpo ko noong ika-23 ng Setyembre ng 2021 si Bob na kapatid ni George, yaong Tsipreng Griyegong kapitbahay ko sa Isla Lulu. (Haponesa ang asawa ni George, si Chika.) Bumibisita si Bob sa pamilya dahil sa kamatayan ni Thasso, ang ama nila at asawa ni Nikki, dahil sa coronavirus. Sabi ko kay Bob, natatandaan ko noong maliit na bata pa silang nagbibisikleta ni George sa pook namin. Binanggit kong masarap ang "fish and chips" sa London. Nakatira raw siya sa isang nayong malapit sa York sa norteng Inglatera. Sabi ko'y maganda sa Lumang Mundo at matagal ko nang nais tumira sa Lumang Mundo. Manedyer pangkompyuter daw si Bob sa Inglatera. Tungkol daw sa programasyon ng mga "obheto."	diris	0	0
Aŭ vi aŭ mi iros.	Ako o ikaw ang pupunta.	aŭ	0	0
Hieraŭ, hodiaŭ ankoraŭ estis morgaŭ, sed morgaŭ, hodiaŭ estos jam hieraŭ.	Kahapon ngayon ay bukas pa, pero bukas ngayon ay kahapon na.	estos	0	0
Tom havas amason da religiaj libroj, sed li neniam legis ilin.	Sangkatutak ang mga librong relihiyoso ni Tomas, pero di-kailanman niyang binasa.	ilin	0	0
Ho mia, vi pravas, mi tute ne sciis tion.	Ay naku, tama ka; talagang hindi ko naalaman iyon.	ho	0	0
Mi ŝatas vian aŭton.	Gusto ko ang awto mo.	vian	0	0
Ili ne plu vendas tiun produkton.	Di na nila ipinagbibili yung produkto.	tiun	0	0
Ĉu ni iru al la kinejo?	Pumunta kaya tayo sa sinehan?	iru	0	0
Mi renkontis Ŝerion en la strateto la 23-an de septembro de 2021, sur Lulu-insulo. Ŝi havas sangon el kri-indianoj kaj francoj. Ŝi havas artefaritajn vampirajn dentegojn, ĉar ŝi estas gotika. Mi ŝercas al ŝi, ke ŝia plej ŝatata sezono de Haloveno alproksimiĝas. Ni konsentas, ke Halovenoj estas malĝojaj por infanoj hodiaŭ pro la Pandemio.	Natagpo ko si Sherie sa eskinita noong ika-23 ng Setyembre ng 2021, sa Isla Lulu. May lahing Amerindiyong Cree at Pranses siya. Mayroon siyang artipisyal na pangil nang bampira, dahil Gotika siya. Binibiro ko siyang malapit na ang paborito niyang panahon ng Halloween. Sang-ayon kaming malungkot para sa mga bata ang Halloween ngayon dahil ng Pandemya.	ĉar	0	0
La troa atento por la danĝero, plej ofte faligas nin en ĝin.	Ang masyadong kaingatan sa panganib ay kalimitang hinuhulog tayo doon.	nin	0	0
Iam ĉio statos bone; tio estas nia espero. Ĉio bone statas hodiaŭ; tio estas la iluzio.	Nang ibang panahon ay magiging mabuti ang lahat, pag-asa natin iyon. Nang mabuti ang lahat ngayon, ilusyon iyon.	nia	0	0
Mi ne plu povas elteni lian arogantecon.	Di ko na gusto ang kanyang kayabangan.	plu	0	0
Hieraŭ mi sonĝis, ke ĉio estis vortoj.	Kahapon, napangarap kong lahat ay salita.	ĉio	0	0
Mi menciis al Miĥaelo la ĉino, ke mi vizitis dum la klaso 6 al Galiano-insulo, kaj tie mi vidis multajn ĝardenajn serpentojn diverskolorajn en la herbo. Miaj samklasanoj prenis ilin, kaj ili metis ilin en skatolojn por porti hejmen al Lulu-insulo. Miĥaelo supozeble vidis ĝardenan serpenton ĉi tie sur Lulu-insulo, proksime al Stratego Numero 7. Mi ne sciis, ke ĉi tie ekzistas serpentoj. Miĥaelo diras, ke li ne estas civitano ĉi tie, kaj li renovigas sian vizitantan vizon ĉiujare. Liaj edzino kaj infanoj estas civitanoj ĉi tie. Mi diris, ke sur Bali-insulo en Indonezio, mi gustumis la "serpentan frukton" aŭ "salak"-on kiel ĝi nomiĝas tie.	Nabanggit ko kay Michael na Tsino ang bisita ko noong Gradong 6 sa Isla Galiano, at nakita ko roon ang maraming harding ahas na iba-ibang kulay sa mga damo. Kinuha ng mga kaklase ko, at nilagay nila sa kahon para iuwi nila sa Isla Lulu. Nakakita raw si Michael ng harding ahas dito sa Isla Lulu, sa malapit sa Daang Numero 7. Hindi ko alam na may ahas pala rito. Sabi ni Michael na hindi siya mamamayan dito, at nagpapabago siya ng kanyang bisang pangbisita bawat taon. Ang asawa at mga anak niya ay mamamayan dito. Sabi ko'y sa Isla Bali sa Indonesia, natikman ko na ang "bunga ng ahas" o "salak" ang tawag doon.	dum	0	0
Prenu mian manon. Vi kaj mi, ni kune konstruos utopiaĵon.	Hawakan mo ang kamay ko. Ikaw at ako, tayong magkasama'y gagawa ng utopiya.	mian	0	0
Sinjoro, vi estas neĝentila.	Ginoo, bastos kayo.	sinjoro	0	0
Vi pensas, ke vi estas jam en la infero. Estas ankoraŭ la Tero.	Akala ninyo'y nasa impiyerno na kayo. Tiyera pa ito.	ankoraŭ	0	0
Mi manĝis sufiĉe, dankon.	Tama na ang kinain ko, salamat.	dankon	0	0
Vi ne devas iri tien, krom se vi vere volas.	Di ka dapat pumunta roon, bukod na talagang gusto mo.	vere	0	0
La evoluo de la tekniko ŝajnas esti nehaltigebla procezo.	Ang ebolusyon ng tekniko'y parang di mapigil na proseso.	esti	0	0
La problemo de interstela vojaĝado estis tiel alloga, ke ĝi kelkfoje fariĝis obsedo eĉ al sufiĉe bonevoluinta utopia mondo. Tio povus okazi nur, se en la konstitucio de tiu mondo estis io nesana, ia sekreta kaj neplenumita malsato, kiu pelas la estaĵojn. La raso tiam eble iĝos vojaĝ-freneza.	Ang problema ng paglalakbay sa pagitan ng mga bituin ay napaka-kaakit-akit na kung minsan ay nagiging isang kinahuhumalingan kahit na sa isang medyo mahusay na binuong utopiyang mundo. Ito ay maaaring mangyari lamang kung mayroong isang bagay na hindi malusog sa konstitusyon ng mundong iyon, isang uri ng lihim at hindi natutupad na kagutumang nagtutulak sa mga nilalang. Baka mabaliw sa pagbiyabiyahe ang rasa.	eĉ	0	0
Ni veturu ĝis la maro.	Magdrayb tayo hanggang dagat.	ĝis	0	0
Sur la pinto de la monto Ĉomolungmo neniam pluvas.	Sa ibabaw ng Bundok ng Chomolungma, di-kailanmang umuulan.	neniam	0	0
Venu ĝui la sunbrilon.	Pumarini para lumasap ng silahis ng araw.	venu	0	0
Via hundo eble estas depresia.	Baka nadidipres ang aso mo.	eble	0	0
Mi diras al vi, ke mi ne iras.	Sinasabi ko sa iyo na di ako pupunta.	diras	0	0
Lia ventro estas lia dio.	Tiyan niya ang diyos niya.	dio	0	0
Ĉu vi trovis ion en la ĉambro?	May nakita ka sa kuwarto?	ion	0	0
Unu el miaj interesaj amikoj estas Don, kiu devenas de Xiānggǎng. Ni du forbagatelas longajn noktojn ĉe huntuna teejo, dum ni parolas pri sciencfikcio kaj esotera filozofio.	Isa sa mga kawili-wiling kaibigan ko ay si Don, na nagmula sa Xiānggǎng. Magdamag kaming dalawa sa isang makawontong tsaahan, habang pinag-uusapan namin ang siyensiyang piksiyon at esoterikong pilosopiya.	du	0	0
Antaŭ ol daŭrigi la detalojn de la ĉambroj, estos bone ekzameni la planojn de kelkaj loĝejoj kopiitaj rekte el la desegnaĵoj de la arkitekto. La unua plano donita (fig. 97) estas tiu de domo konstruita en Tokio antaŭ kelkaj jaroj, en kiu la verkisto pasigis multajn agrablajn horojn.	Bago magpatuloy sa mga detalye ng mga silid, makabubuting suriin ang mga plano ng ilang mga tirahang direktang kinopya mula sa mga guhit ng arkitekto. Ang unang planong ibinigay (fig. 97) ay ang tungkol sa isang bahay na itinayo sa Tokyo nang ilang taon na ang nakararaan, kung saan gumugol ang manunulat nang maraming magagandang oras.	antaŭ	0	0
Li studis ekonomikon ĉe universitato.	Nag-aral siya ng ekonomika sa unibersidad.	ĉe	0	0
Ĉiam pli malheliĝas.	Palaging nangungulimlim.	ĉiam	0	0
Kies libroj estas ĉi tiuj?	Kaninong aklat ang mga ito?	tiuj	0	0
Vi estas infano de la kosmo, ne malpli ol la arboj kaj la steloj, vi rajtas esti ĉi tie.	Sansinukob na anak kang hindi bawas ng mga puno at mga bituin; may karapatan kang narito ka.	ol	0	0
Ĉu vi ŝatus iri promeni post la vespermanĝo?	Gusto mong maglakad pagkatapos ng hapunan?	post	0	0
Odoras rozoj..., sed ne ĉeestas iu — krom la silento.	Amoy rosas..., pero wala—kundi ang katahimikan.	iu	0	0
Kial vi lasis Tomon fari tion?	Bakit mo hinayaan si Tom na gawin iyon?	fari	0	0
Vi ne devas iri tien, krom se vi vere volas.	Di ka dapat pumunta roon, bukod na talagang gusto mo.	tien	0	0
Mi bezonas duŝon.	Kailangan kong magdutsa.	bezonas	0	0
