Honey, are you OK?	Querida, está bem?	you	0	0
I think he is holding something back from us.	Acho que ele está escondendo alguma coisa da gente.	think	0	0
I'm just as scared as you are.	Eu estou tão assustada como você.	as	0	0
Someone is here to see you.	Alguém está aqui para vê-la.	see	0	0
Did you get stuck in traffic?	Você ficou preso no trânsito?	did	0	0
Now, go have a good time.	Agora vá se divertir.	good	0	0
An intellectual is a person who has discovered something more interesting than sex.	Um intelectual é uma pessoa que descobriu algo mais interessante que sexo.	who	0	0
I don't understand why Tom and Mary haven't done that.	Eu não entendo por que o Tom e a Mary não fizeram isso.	why	0	0
We got a hostile reception from the villagers.	Nós tivemos uma recepção hostil por parte dos aldeões.	from	0	0
Tom didn't let me talk with you.	O Tom não me deixou falar com você.	let	0	0
Tom showed me his scar.	Tom me mostrou sua cicatriz.	his	0	0
He'll say yes.	Ele dirá que sim.	yes	0	0
When it comes to girls, I pay much attention.	Quando se trata de meninas, eu presto muita atenção.	when	0	0
I'm not going to tell them.	Não vou contar a eles.	going	0	0
Things change over time.	As coisas mudam com o tempo.	time	0	0
It's an ugly language.	É uma língua feia.	an	0	0
Okay, you caught me.	Tá, você me pegou.	okay	0	0
Every time I get back from my evening walk, I see Tom sleeping in front of the TV.	Toda vez que eu volto da minha caminhada vespertina, vejo Tom dormindo na frente da TV.	back	0	0
She doesn't look very happy.	Ela não parece muito feliz.	look	0	0
He'd help us, wouldn't he?	Ele nos ajudaria, não?	us	0	0
I would never lie to him.	Eu nunca mentiria para ele.	would	0	0
How can I find them?	Como posso encontrá-los?	them	0	0
Moralists are people who scratch themselves in places where others are itching.	Moralistas são pessoas, que se coçam, onde outros sentem formicação.	where	0	0
Fadil and Layla were living under the same roof.	Fadil e Layla estavam vivendo sob o mesmo teto.	were	0	0
Tom doesn't take Mary seriously.	Tom não leva Maria a sério.	take	0	0
What did Tom say then?	O que o Tom disse então?	then	0	0
She's had her hair cut.	Ela cortou o cabelo.	had	0	0
Are you an optimist or a pessimist?	Você é otimista ou pessimista?	or	0	0
Have you ever been to China?	Já foste à China?	been	0	0
Only the assumption that the reader - I better say: the prospective reader, because for the moment there is not the slightest prospect, that my writing could see the lights of publicity, - unless it miraculously left our endangered fortress Europe and brought a hint of the secrets of our loneliness to those outside; - I beg to be allowed to begin anew: only because I anticipate the wish to be told casually about the who and what of the writer, I send some few notes on my own individuum out before these openings, - of course not without the awareness that exactly by doing so I might provoke doubts in the reader, that he is in the right hands, which is to say: if I, from all my being, am the right man for a task to which maybe the heart pulls me more than any qualifying relation in character.	Somente o pressuposto de que o leitor - ou melhor dizendo, o provável leitor, porque até o momento não há a menor perspectiva dos meus textos verem a luz da publicidade - a menos que miraculosamente deixassem a nossa ameaçada fortaleza Europa e levassem um sinal dos segredos da nossa solidão àqueles lá fora; - rogo que me permitam recomeçar: somente porque antecipo o desejo de serem informados casualmente sobre o quem e o quê do autor, envio algumas poucas notas a respeito de meu próprio indivíduo antes destas aberturas - claro, não sem a consciência de que exatamente ao fazê-lo posso provocar dúvidas no leitor, de que está nas mãos corretas, ou seja: se eu, em todo meu ser, sou o homem correto para um trabalho ao qual talvez o coração me atraia mais do que qualquer relação qualificante em caráter.	our	0	0
Nothing's gonna change my world.	Nada vai mudar meu mundo.	gonna	0	0
Tell him to call me tomorrow at noon.	Diz para ele me ligar amanhã ao meio-dia.	tell	0	0
This film is really boring - the best bit is when it finishes.	Este filme é muito entediante — a melhor parte é quando acaba.	really	0	0
Any man that tries to rob me of my dignity will lose.	Qualquer homem que tente despojar-me de minha dignidade fracassará.	man	0	0
But for some reasons, you still can't speak Portuguese in real life situations.	Mas por alguns motivos, você ainda não consegue falar Português em situações da vida real.	some	0	0
Whether that story is true or not I cannot say, but it is an illustration of the present day to me.	Se essa história é verdadeira ou não, não sei dizer, mas para mim é uma ilustração dos dias de hoje.	say	0	0
Hey, you! No running by the pool!	Ei, você! Não corra em volta da piscina!	hey	0	0
I could get hurt if I did that.	Eu poderia me machucar se fizesse isso.	could	0	0
By far, most land owned by the federal government is in the American West. The feds own almost 47 percent of the 11 coterminous Western states, which include California, Nevada, Oregon, Washington State, Arizona, New Mexico, Idaho, Montana, Wyoming, Colorado and Utah. The U.S. government owns a whopping 85 percent of land in the state of Nevada.	De longe, a maior parte das terras detidas pelo governo federal situam-se no Oeste americano. A Federação é proprietária de quase 47% dos 11 estados contíguos do Oeste, que incluem a Califórnia, o Nevada, o Óregon, o estado de Washington, o Arizona, o Novo México, o Idaho, o Montana, o Wyoming, o Colorado e o Utá. O governo dos Estados Unidos é proprietário de uns colossais 85% das terras do estado do Nevada.	by	0	0
Do you still need me?	Você ainda precisa de mim?	need	0	0
Can we do something to help Tom?	Podemos fazer algo para ajudar o Tom?	something	0	0
He who fights may lose, but he who doesn't has already lost.	Quem luta pode perder, quem não luta já perdeu.	has	0	0
It's too risky.	É muito arriscado.	too	0	0
What more do you want me to do?	O que mais você quer que eu faça?	more	0	0
Have you ever tried doing it this way before?	Você já tentou fazer isso desse jeito antes?	way	0	0
The wind has calmed down.	O vento se acalmou.	down	0	0
The mind’s thoughts precede actions, guide them and make them. For someone, therefore, who speaks or acts with evil mind, suffering ensues, just as a cartwheel follows the path of the draft-ox.	Nossos pensamentos precedem-nos as ações, levando-nos a praticá-las. Para alguém, portanto, que fala ou age com más intenções, segue-se o sofrimento, assim como as rodas de uma carroça seguem pela trilha traçada pelo boi de tração.	make	0	0
Tom's sentences are very ambiguous.	As frases do Tom são muito ambíguas.	very	0	0
Tom was never in Boston.	Tom jamais esteve em Boston.	never	0	0
Only afterward did he explain why he did it.	Ele explicou por que cometeu isso somente depois.	only	0	0
Why do bad things happen to good people?	Por que coisas ruins acontecem a pessoas boas?	people	0	0
He's head over heels in love with Mary.	Ele está perdidamente apaixonado pela Mary.	over	0	0
I spent months in jail because of you.	Eu passei meses na cadeia por sua causa.	because	0	0
I think that I should organize a little party.	Acho que deveria montar uma festinha.	little	0	0
Can you speak slowly, please?	Poderia falar devagar, por favor?	please	0	0
Love is a treasure-trove of memories.	O amor é um tesouro de lembranças.	love	0	0
When should I come again?	Quando devo voltar?	should	0	0
Why are you being so mean to me?	Por que você está sendo tão mesquinha comigo?	mean	0	0
The fact that I said nothing made him angry.	O fato de eu não ter dito nada o deixou zangado.	said	0	0
I'm sorry for that.	Eu sinto muito por isso.	sorry	0	0
Give me some space.	Dê-me espaço.	give	0	0
Therefore “Obama is focused on isolating Putin’s Russia by cutting off its economic and political ties to the outside world, limiting its expansionist ambitions in its own neighborhood and effectively making it a pariah state,” Peter Baker reports in The New York Times.	"Obama está empenhado em isolar a Rússia de Putin, através de um corte nos seus laços políticos e comerciais, limitando as suas ambições expansionistas a países vizinhos, tornando-o num estado pária", reporta Peter Baker no The New York Times.	off	0	0
Although an utterly unathletic man I am paying court to a lady who dotes upon male proficiency in games.	Apesar de eu ser um homem nada atlético, eu estou a fazer a corte a uma senhora que adora a proficiência masculina em jogos.	am	0	0
I thank you with all my heart.	Agradeço de todo o coração.	thank	0	0
Meats become processed through several ways including salting, curing, fermentation, smoking "or any process to enhance flavor or improve preservation".	As carnes são processadas de várias maneiras, incluindo através da salga, cura, fermentação, fumagem “ou qualquer processo que intensifique o sabor ou melhore a conservação”.	any	0	0
"Alright, I think you'll agree to this one." "I am NOT dressing as a banana." "The Equestrian ponies want you to dress as a banana. It is your civic duty. ...Look, I have been making compromises. My new provision only makes you dress as a banana during state functions." "It does not belong in a budget plan, Luna." "Well, how else am I supposed to get you to dress as a banana? You have refused to be open to negotiations!" "You know we have two weeks to agree on a proper budget." Two weeks later, after no agreement could be reached, the violence began.	"Muito bem, acho que concordarás com este." "NÃO me vou vestir de banana." "Os póneis equestrianos querem que te vistas de banana. É o teu dever cívico... Olha, tenho feito cedências. A minha nova proposta apenas te obriga a vestires-te de banana durante as funções estatais." "Isso não devia estar num plano orçamental, Luna." "Bem, de que outra forma sou suposto conseguir que te vistas de banana? Recusaste a estar aberto a negociações!" " Sabes que temos duas semanas para chegar a acordo sobre um orçamento adequado." Duas semanas mais tarde, depois de não ter sido possível chegar a acordo, a violência começou.	two	0	0
His doors were never locked even at night.	As portas da casa dele nunca estiveram trancadas, mesmo à noite.	even	0	0
I have too much respect for you to heckle you with aggressive inquiries as if you were a Chief Secretary and I were a Member of Parliament.	Tenho demasiado respeito por si para o incomodar com perguntas agressivas como se você fosse um secretário-chefe e eu um membro do parlamento.	much	0	0
I want to apologize for doing that.	Eu quero me desculpar por ter feito isso.	doing	0	0
Few people, we're sure, have ever seen carved eggshells. These have no relationship to eggs that are painted or decorated with gems or other jewels, like Faberge's famous eggs, which weren't even eggs. One artist in the Washington D.C. area is delicately sculpting on eggshells. Her eggshells are seen frequently in local art galleries. Our reporter spent time with Tina Kannapel and her cats — mostly not walking on eggshells.	Poucas pessoas, de certeza, terão visto alguma vez cascas de ovo esculpidas. Estas não têm qualquer relação com os ovos que são pintados ou decorados com pedras preciosas ou outras joias, como os famosos ovos de Faberge, que nem sequer eram ovos. Uma artista da área de Washington D.C. tem esculpido delicadamente em cascas de ovo. As suas cascas de ovo são vistas frequentemente em galerias de arte locais. O nosso repórter passou algum tempo com Tina Kannapel e seus gatos — principalmente a não pisar ovos.	sure	0	0
Good thing it was the night.	Ainda bem que foi a noite.	thing	0	0
These shoes are mine.	Estes sapatos são meus.	these	0	0
I really appreciate all your help.	Mil vezes agradecido, senhoras, por toda a sua ajuda.	help	0	0
Astatine was first made at Berkeley by bombarding bismuth with alpha particles, which produced astatine and released two neutrons.	O ástato foi produzido pela primeira vez em Berkeley, bombardeando bismuto com partículas alfa, o que produzia ástato e libertava dois neutrões.	first	0	0
Tom promoted his pawn into a queen.	Tom promoveu seu peão a dama.	into	0	0
Tom didn't tell me anything about you.	Tom não me disse nada sobre você.	anything	0	0
There's still so much to do!	Ainda resta muito que fazer!	still	0	0
We the jury find for the plaintiff and award actual damages in the amount of one million dollars.	Nós, o júri, decidimos em favor do queixoso e atribuímos uma indemnização efetiva no valor de um milhão de dólares.	find	0	0
Today is the first day of the rest of your life.	Hoje é o primeiro dia do restante de tua vida.	life	0	0
He acted as if he knew nothing.	Ele agiu como se não soubesse de nada.	nothing	0	0
Sir, yes, sir!	Sim, meu major!	sir	0	0
She met him the day before, that is to say May fifth.	Ela o encontrou no dia anterior, ou seja, cinco de maio.	day	0	0
May God forgive me.	Que Deus me perdoe.	god	0	0
Let's work together on this.	Vamos trabalhar juntos nisto.	work	0	0
They reached their goal.	Eles alcançaram o seu objetivo.	their	0	0
Uh... How's that working?	Hmm... Como as coisas estão indo?	uh	0	0
Am I going to see you again?	Vou te ver novamente?	again	0	0
Maybe yes, maybe not.	Talvez sim, talvez não.	maybe	0	0
How much must I pay?	Quanto devo pagar?	must	0	0
Before going to France we decided to study French.	Antes de ir à França, nós decidimos estudar francês.	before	0	0
You could tell that Tom and Mary didn't like each other.	Você poderia dizer que Tom e Mary não se gostavam.	other	0	0
The old woman has no one to wait on her.	A mulher idosa não tem quem a sirva.	wait	0	0
I am going to get off at the next stop.	Vou descer na próxima parada.	stop	0	0
Tell Tom I'll call him back.	Diga a Tom que eu retornarei a ligação.	call	0	0
After I did my homework, I played football with my friends.	Depois que fiz minha lição de casa, eu joguei futebol com meus amigos.	after	0	0
Ian Nepomniachtchi, with the black pieces, won the second game of the match for the FIDE 2023 World Chess Championship, which is being held in Astana, Kazakhstan. He is therefore 1 point ahead of his opponent, Ding Liren (1.5 X 0.5).	Ian Nepomniachtchi, com as peças pretas, ganhou a segunda partida do match pelo Campeonato Mundial de Xadrez FIDE 2023, que se realiza em Astana, no Cazaquistão. Está, portanto, com 1 ponto de vantagem sobre seu adversário, Ding Liren (1,5 X 0,5).	won	0	0
Let me talk to your manager.	Deixe-me falar com seu gerente.	talk	0	0
He was carried away on a stretcher.	Ele foi levado em uma maca.	away	0	0
I like red wine better than white wine.	Gosto mais de vinho tinto do que de vinho branco.	than	0	0
I thought we'd have fun together.	Achei que nos divertiríamos juntos.	thought	0	0
Shall I drive you home?	Eu te levo para casa?	home	0	0
Let us spend this night together.	Passemos esta noite juntas.	night	0	0
Scientists are working hard to put an end to AIDS.	Cientistas estão trabalhando duro para acabar com a AIDS.	put	0	0
You smell great.	Você está cheirando bem.	great	0	0
Growth forecasts for developing countries for those two years are 5.2 percent and 5.4 percent respectively.	As previsões de crescimento para os países em desenvolvimento nesses dois anos são de 5,2% e 5,4%, respetivamente.	those	0	0
I wish she had come last night.	Queria que ela tivesse vindo noite passada.	last	0	0
Algeria needs a better naval modernization policy.	Argélia precisa de uma política de modernização naval melhor.	better	0	0
There is a right time for everything.	Há um tempo certo para tudo.	everything	0	0
You told me you knew how to do that.	Você me disse que sabia como fazer isso.	told	0	0
How's the weather in New York?	Como está o clima em Nova York?	new	0	0
Things are finally changing.	As coisas estão mudando finalmente.	things	0	0
He always yells at me for not taking care of my shoes.	Ele sempre grita comigo por eu não tomar conta dos meus sapatos.	always	0	0
What are some good ways to keep from snoring?	Quais são algumas boas maneiras de evitar o ronco?	keep	0	0
Whenever something new comes along, Tom brims with enthusiasm for it; it is never long, however, before his enthusiasm wanes.	Sempre que há algo novo, o Tom fica cheio de entusiasmo, mas não demora muito até isso se tornar em algo velho.	long	0	0
In a sojourn by boat on the Potomac, VOA's Rosanne Skirble stops for a history lesson and to witness efforts to recover a bird that has been absent from the riverscape for more than fifty years.	Numa viagem de barco pelo Potomac, Rosanne Skirble da VOA para para uma lição de história e para testemunhar os esforços para restaurar uma ave que está ausente da paisagem do rio há mais de cinquenta anos.	years	0	0
Tom wasn't told not to leave.	Tom não foi mandado embora.	leave	0	0
Does Tom work as hard as Mary does?	O Tom trabalha tanto quanto a Mary?	does	0	0
We can safely abandon the doctrine of the eighties, namely that the rich were not working because they had too little money, the poor because they had too much.	Podemos seguramente abandonar a doutrina dos anos 1980, expressamente aquela em que os ricos não trabalhavam, porque tinham muito pouco dinheiro; e os pobres, porque tinham demais.	money	0	0
The zoo has submitted a plan to add perimeter fencing around the popular public venue to close all the gaps and reduce pedestrian entrances from 13 to three.	O zoológico apresentou um plano para instalar vedações no perímetro em redor do popular recinto público para fechar todas as brechas e reduzir as entradas para peões de treze para três.	around	0	0
Dan didn't even reveal his last name.	Dan não revelou nem mesmo o sobrenome dele.	name	0	0
I'm going back to my place on foot.	Eu vou voltar para casa a pé.	place	0	0
Have you ever seen a kangaroo?	Você já viu um canguru?	ever	0	0
I can't feel my legs.	Não sinto as minhas pernas.	feel	0	0
It's fun to work with you guys.	É divertido trabalhar com vocês.	guys	0	0
Tom was about to kiss Mary when her father walked into the room.	Tom estava prestes a beijar Mary quando seu pai entrou no quarto.	father	0	0
I'm just an ordinary guy with nothing to lose.	Eu sou apenas um cara comum que não tem nada a perder.	guy	0	0
She made me clean her room.	Ela me fez limpar o seu quarto.	made	0	0
"How old are you?" "I'm 16 years old."	"Quantos anos você tem?" "Dezesseis."	old	0	0
Which books did Julius Caesar write?	Que livros escreveu Júlio César?	which	0	0
You're a big help.	Você é uma grande ajuda.	big	0	0
To learn a foreign language requires a lot of time.	Aprender uma língua estrangeira requer muito tempo.	lot	0	0
The search for extraterrestrials is being done with telescopic "eyes" and "ears".	A busca por extraterrestres está a ser feita com "olhos" e "ouvidos" telescópicos.	done	0	0
Hello, Mum! I'm here!	Olá, Mamã! Estou aqui!	hello	0	0
I believe he is a nice guy.	Eu acho que ele é um cara legal.	nice	0	0
Believe it or not, she has three children.	Acredite se quiser, ela tem três filhos.	believe	0	0
The little girl is crying.	A menininha está chorando.	girl	0	0
Yes, in Osaka, too, we say "idiot" when we are insulting someone.	Sim, em Osaka também dizemos "idiot" quando estamos insultando alguém.	someone	0	0
All we know so far is that Aguiar is fine.	Tudo o que sabemos por ora é que Aguiar está bem.	fine	0	0
Thanks for keeping us updated.	Obrigado por manter-nos inteirados.	thanks	0	0
I wanted time instead of money.	Queria tempo em vez de dinheiro.	wanted	0	0
What kind of car do you drive?	Que tipo de carro você dirige?	kind	0	0
When's Tom coming?	Quando Tom vem?	coming	0	0
Nowhere more altered, perhaps, about a hundred years ago, than in one little orchard attached to an old stone house with a honeysuckle porch.	Em nenhum lugar, talvez, cerca de cem anos atrás, o sítio foi mais alterado do que em um pequeno pomar junto a uma antiga casa de pedra com varanda de madressilva.	house	0	0
Does Tom shower every day?	O Tom toma banho todos os dias?	every	0	0
It's OK.	Está tudo bem.	ok	0	0
Trains race through this tunnel at forty miles an hour.	Os trens correm por este túnel a quarenta milhas por hora.	through	0	0
Webster sees aquaculture as a way to bring the oysters back. Hatchery "seed" — farm-raised juvenile oysters — are being used to create oyster sanctuaries, where harvesting is prohibited.	Webster vê a aquacultura como uma forma de trazer as ostras de volta. "Sementes" — ostras juvenis criadas em viveiros — provenientes de incubadoras estão a ser utilizadas para criar santuários de ostras, onde a colheita é proibida.	being	0	0
But life takes its course traced by the hand of Destiny - it is best to forget.	A vida, porém, segue o seu rumo traçado pela mão do Destino – o melhor é esquecer.	course	0	0
I can't stay any longer.	Eu não posso ficar mais tempo.	stay	0	0
Not knowing that Nancy had left him, I put my foot in my mouth by asking Paul how she was.	Sem saber que Nancy o deixara, falei o que não devia ao perguntar a Paulo como ela estava.	left	0	0
I don't know where my dad is.	Não sei onde meu pai está.	dad	0	0
I think we've wasted enough of your time.	Acho que já perdemos bastante do seu tempo.	enough	0	0
Something bizarre happened.	Aconteceu uma coisa bizarra.	happened	0	0
I came here to see you.	Vim aqui para ver a senhora.	came	0	0
I think it's possible Tom may come.	Acredito que seja possível que Tom venha.	may	0	0
He wanted to be on equal footing with his mother.	Ele queria estar em pé de igualdade com a sua mãe.	mother	0	0
What is wrong with you?	O que tem de errado com você?	wrong	0	0
The United States dominated the world after World War Two.	Os Estados Unidos dominaram o mundo após a Segunda Guerra Mundial.	world	0	0
My car is in bad shape.	Meu carro está em péssimo estado.	bad	0	0
I think that Tom might be mad at me.	Eu acho que o Tom pode estar com raiva de mim.	might	0	0
We've put up with this for three years.	Nós tivemos de tolerar isso por três anos.	three	0	0
Tom and Mary's wedding anniversary is today.	O aniversário de casamento de Tom e Maria é hoje.	today	0	0
Listen! She is going to explain that rule again.	Escutem! Ela vai explicar aquela regra de novo.	listen	0	0
Tom is dancing with another girl.	Tom está dançando com outra garota.	another	0	0
He does not understand the rules of the game.	Ele não entende as regras do jogo.	understand	0	0
I don't want to hear another complaint about you.	Não quero ouvir mais nenhuma reclamação sobre o senhor.	hear	0	0
I remember this.	Eu lembro disso.	remember	0	0
You can't ask us to do nothing.	Os senhores não nos podem pedir que não façamos nada.	ask	0	0
It is an ill bird that fouls its own nest.	É um tolo aquele que cospe no próprio prato.	own	0	0
We can be brothers, even if we're not from the same family.	Podemos ser irmãos mesmo não sendo da mesma família.	same	0	0
I'll show you exactly where I found this.	Eu vou te mostrar exatamente onde encontrei isso.	show	0	0
I've got something else I want you to do.	Tem mais uma coisa que eu quero que você faça.	else	0	0
Sulla began to kill his enemies, and Caesar was on the list of the people that he was going to kill. Caesar’s mother’s family begged for his life, and Sulla, reluctantly, spared him. Then Caesar joined the Roman army and returned after Sulla’s death.	Sila começou a matar seus inimigos, e César estava na lista daqueles que deveriam ser eliminados. A família da mãe de César implorou pela vida dele e Sila, relutantemente, o poupou. Então César alistou-se no exército romano, só retornando após a morte de Sila.	kill	0	0
Tom quit talking suddenly.	Tom parou de falar de repente.	talking	0	0
Tom thought he'd found the right woman for him.	Tom pensou que tinha encontrado a mulher certa para ele.	found	0	0
I'm in love with the girl next door.	Estou apaixonado pela garota que mora ao lado.	next	0	0
It is getting colder and colder day by day.	Está ficando cada dia mais frio.	getting	0	0
Tom takes good care of Mary.	Tom cuida bem de Mary.	care	0	0
They got out of the car.	Eles desceram do carro.	car	0	0
As potential source of biofuel in the United Arab Emirates, Boeing said it was looking at the viability of a halophyte plant that can be irrigated with seawater.	Como potencial fonte de biocombustível nos Emirados Árabes Unidos, a Boeing afirmou estar a analisar a viabilidade de uma planta halófita que pode ser irrigada com água do mar.	looking	0	0
My son believes in Santa Claus.	Meu filho acredita em Papai Noel.	son	0	0
I just try not to think about it.	Eu só tento não pensar sobre isso.	try	0	0
This snow-flake grew larger and larger, till at last it became the figure of a woman, dressed in garments of white gauze, which looked like millions of starry snow-flakes linked together. She was fair and beautiful, but made of ice- shining and glittering ice. Still she was alive and her eyes sparkled like bright stars, but there was neither peace nor rest in their glance.	Este floco de neve tornou-se cada vez maior, até finalmente se tornar na figura de uma mulher, vestida com roupas de gaze branca, que pareciam milhões de flocos de neve estrelados ligados entre si. Ela era ruça e bela, mas feita de gelo — gelo reluzente e cintilante. Ainda assim, ela estava viva e os seus olhos resplandeciam como estrelas brilhantes, mas não havia nem paz nem repouso no seu olhar.	woman	0	0
Tom went into the cave by himself.	Tom entrou na caverna sozinho.	went	0	0
Hi, Fred, how about badminton on Thursday?	Oi, Fred! Badminton na quinta?	hi	0	0
Do you think he is dead?	Você pensa que ele está morto?	dead	0	0
Many thanks.	Muito grato!	many	0	0
The passing years may have weakened Mom's body and mind. But at ninety two years of age she still steadfastly refuses all my attempts to wheedle from her that highly acclaimed and much sought after culinary blueprint.	O passar dos anos pode ter enfraquecido o corpo e a mente da Mãe. Mas, aos noventa e dois anos de idade, ela continua a resistir firmemente a todas as minhas tentativas de extrair dela a tão aclamada e procurada fórmula culinária.	mind	0	0
